id,city,method,nClust,rep,cost
2,Hyderabad,KCenters,9,11,142363.83573565213
0,Hyderabad,IteratedWatershed,9,12,47308.61465784832
1,Hyderabad,KMeans,9,12,47932.49627325948
2,Hyderabad,KCenters,9,12,135638.4789264581
0,Hyderabad,IteratedWatershed,9,13,46872.68549281479
1,Hyderabad,KMeans,9,13,47932.49627325948
2,Hyderabad,KCenters,9,13,147589.31499639968
0,Hyderabad,IteratedWatershed,9,14,47362.03629086031
1,Hyderabad,KMeans,9,14,49454.675550648644
2,Hyderabad,KCenters,9,14,117068.78471999169
0,Hyderabad,IteratedWatershed,9,15,48394.74880373887
1,Hyderabad,KMeans,9,15,54893.01139502017
2,Hyderabad,KCenters,9,15,129025.01713232168
0,Hyderabad,IteratedWatershed,9,16,48257.68582752521
1,Hyderabad,KMeans,9,16,51072.64890693839
2,Hyderabad,KCenters,9,16,155914.09206638145
0,Hyderabad,IteratedWatershed,9,17,48874.79339397685
1,Hyderabad,KMeans,9,17,54893.01139502017
2,Hyderabad,KCenters,9,17,117607.66531365553
0,Hyderabad,IteratedWatershed,9,18,48348.84427098866
1,Hyderabad,KMeans,9,18,47932.49627325948
2,Hyderabad,KCenters,9,18,151513.0186105942
0,Hyderabad,IteratedWatershed,9,19,47387.322847996125
1,Hyderabad,KMeans,9,19,54893.01139502017
2,Hyderabad,KCenters,9,19,133557.19430812311
0,Hyderabad,IteratedWatershed,12,0,42361.703524300814
1,Hyderabad,KMeans,12,0,51917.35028371666
2,Hyderabad,KCenters,12,0,112448.77718455
0,Hyderabad,IteratedWatershed,12,1,43220.750865532806
1,Hyderabad,KMeans,12,1,55436.850540003325
2,Hyderabad,KCenters,12,1,128867.3716402635
0,Hyderabad,IteratedWatershed,12,2,40861.62751877797
1,Hyderabad,KMeans,12,2,52029.108398912904
2,Hyderabad,KCenters,12,2,128369.67738228488
0,Hyderabad,IteratedWatershed,12,3,40909.612113760515
1,Hyderabad,KMeans,12,3,54511.673872021536
2,Hyderabad,KCenters,12,3,120546.05471161148
0,Hyderabad,IteratedWatershed,12,4,43090.321021389296
1,Hyderabad,KMeans,12,4,51458.41948841643
2,Hyderabad,KCenters,12,4,117867.39490550243
0,Hyderabad,IteratedWatershed,12,5,43400.66146426142
1,Hyderabad,KMeans,12,5,47591.318735584835
2,Hyderabad,KCenters,12,5,143379.89337751459
0,Hyderabad,IteratedWatershed,12,6,42382.25144431128
1,Hyderabad,KMeans,12,6,53902.34727860569
2,Hyderabad,KCenters,12,6,120022.34958841318
0,Hyderabad,IteratedWatershed,12,7,43088.53902239424
1,Hyderabad,KMeans,12,7,52401.02231180719
2,Hyderabad,KCenters,12,7,116807.47250323955
0,Hyderabad,IteratedWatershed,12,8,42794.13844491698
1,Hyderabad,KMeans,12,8,57223.91761977719
2,Hyderabad,KCenters,12,8,129522.33440149188
0,Hyderabad,IteratedWatershed,12,9,42450.32573450297
1,Hyderabad,KMeans,12,9,54983.424268594725
2,Hyderabad,KCenters,12,9,107561.33314504469
0,Hyderabad,IteratedWatershed,12,10,42247.74400717699
1,Hyderabad,KMeans,12,10,54018.08169298601
2,Hyderabad,KCenters,12,10,105458.63524554193
0,Hyderabad,IteratedWatershed,12,11,43054.99791382757
1,Hyderabad,KMeans,12,11,50920.83496821857
2,Hyderabad,KCenters,12,11,110972.4615061915
0,Hyderabad,IteratedWatershed,12,12,42758.82400507445
1,Hyderabad,KMeans,12,12,51446.57177477564
2,Hyderabad,KCenters,12,12,121050.18492600831
0,Hyderabad,IteratedWatershed,12,13,40949.47996674706
1,Hyderabad,KMeans,12,13,50920.83496821857
2,Hyderabad,KCenters,12,13,135110.8093087135
0,Hyderabad,IteratedWatershed,12,14,41522.09864085029
1,Hyderabad,KMeans,12,14,56553.74144938859
2,Hyderabad,KCenters,12,14,138835.14795864426
0,Hyderabad,IteratedWatershed,12,15,41465.815302427014
1,Hyderabad,KMeans,12,15,50920.83496821857
2,Hyderabad,KCenters,12,15,127934.81683485703
0,Hyderabad,IteratedWatershed,12,16,40298.86836960513
1,Hyderabad,KMeans,12,16,50436.62438658239
2,Hyderabad,KCenters,12,16,112222.42126988564
0,Hyderabad,IteratedWatershed,12,17,43543.40721948376
1,Hyderabad,KMeans,12,17,54389.94178792737
2,Hyderabad,KCenters,12,17,112362.09664042966
0,Hyderabad,IteratedWatershed,12,18,41840.01188343832
1,Hyderabad,KMeans,12,18,47502.132959461276
2,Hyderabad,KCenters,12,18,125067.84412734288
0,Hyderabad,IteratedWatershed,12,19,43401.374361647904
1,Hyderabad,KMeans,12,19,53390.21563123978
2,Hyderabad,KCenters,12,19,134288.88323669328
0,Hyderabad,IteratedWatershed,15,0,37847.5488742494
1,Hyderabad,KMeans,15,0,45041.38188043609
2,Hyderabad,KCenters,15,0,97959.2481080603
0,Hyderabad,IteratedWatershed,15,1,37468.770183762455
1,Hyderabad,KMeans,15,1,47569.31142026667
2,Hyderabad,KCenters,15,1,104341.3802472435
0,Hyderabad,IteratedWatershed,15,2,36893.110218986396
1,Hyderabad,KMeans,15,2,44454.142111271445
2,Hyderabad,KCenters,15,2,116473.02653705885
0,Hyderabad,IteratedWatershed,15,3,39045.31533886438
1,Hyderabad,KMeans,15,3,47907.952612501824
2,Hyderabad,KCenters,15,3,103339.11563500491
0,Hyderabad,IteratedWatershed,15,4,37828.402733167626
1,Hyderabad,KMeans,15,4,45882.75376008943
2,Hyderabad,KCenters,15,4,117359.8909601631
0,Hyderabad,IteratedWatershed,15,5,38533.1522178395
1,Hyderabad,KMeans,15,5,45028.01761022827
2,Hyderabad,KCenters,15,5,132569.28517447482
0,Hyderabad,IteratedWatershed,15,6,39398.124286558945
1,Hyderabad,KMeans,15,6,45573.98903884379
2,Hyderabad,KCenters,15,6,107227.6910944365
0,Hyderabad,IteratedWatershed,15,7,40489.18113042747
1,Hyderabad,KMeans,15,7,45398.072010370255
2,Hyderabad,KCenters,15,7,105590.11131772707
0,Hyderabad,IteratedWatershed,15,8,37056.32431059716
1,Hyderabad,KMeans,15,8,45799.899979126036
2,Hyderabad,KCenters,15,8,95554.29392879964
0,Hyderabad,IteratedWatershed,15,9,38347.93454411476
1,Hyderabad,KMeans,15,9,47010.6705471011
2,Hyderabad,KCenters,15,9,114995.10281557747
0,Hyderabad,IteratedWatershed,15,10,39113.00252503565
1,Hyderabad,KMeans,15,10,42816.08331245889
2,Hyderabad,KCenters,15,10,133837.03660631855
0,Hyderabad,IteratedWatershed,15,11,38058.28282479519
1,Hyderabad,KMeans,15,11,44672.92549813308
2,Hyderabad,KCenters,15,11,98285.11274683454
0,Hyderabad,IteratedWatershed,15,12,38170.5925320266
1,Hyderabad,KMeans,15,12,47444.05520275909
2,Hyderabad,KCenters,15,12,144947.7602761008
0,Hyderabad,IteratedWatershed,15,13,40052.75448045064
1,Hyderabad,KMeans,15,13,52183.458892875555
2,Hyderabad,KCenters,15,13,96286.29595349065
0,Hyderabad,IteratedWatershed,15,14,37271.21151450039
1,Hyderabad,KMeans,15,14,47085.8568487392
2,Hyderabad,KCenters,15,14,99289.19835792368
0,Hyderabad,IteratedWatershed,15,15,38737.05390716074
1,Hyderabad,KMeans,15,15,51370.70004624392
2,Hyderabad,KCenters,15,15,112720.48054950329
0,Hyderabad,IteratedWatershed,15,16,37675.49364851282
1,Hyderabad,KMeans,15,16,47444.05520275909
2,Hyderabad,KCenters,15,16,102670.83335316861
0,Hyderabad,IteratedWatershed,15,17,38353.5431079068
1,Hyderabad,KMeans,15,17,45650.373793947525
2,Hyderabad,KCenters,15,17,111321.73914170977
0,Hyderabad,IteratedWatershed,15,18,35929.85713217573
1,Hyderabad,KMeans,15,18,45476.809578166365
2,Hyderabad,KCenters,15,18,118021.17955579217
0,Hyderabad,IteratedWatershed,15,19,39020.14772746785
1,Hyderabad,KMeans,15,19,45799.899979126036
2,Hyderabad,KCenters,15,19,125875.90323139311
0,Chennai,IteratedWatershed,3,0,50058.89766833452
1,Chennai,KMeans,3,0,73176.42053811214
2,Chennai,KCenters,3,0,76111.21733647141
0,Chennai,IteratedWatershed,3,1,50189.803632957715
1,Chennai,KMeans,3,1,73176.42053811214
2,Chennai,KCenters,3,1,82422.39499623938
0,Chennai,IteratedWatershed,3,2,50189.803632957715
1,Chennai,KMeans,3,2,73176.42053811214
2,Chennai,KCenters,3,2,106031.9405365835
0,Chennai,IteratedWatershed,3,3,48676.44821852737
1,Chennai,KMeans,3,3,144552.28868105393
2,Chennai,KCenters,3,3,78079.249638226
0,Chennai,IteratedWatershed,3,4,50189.803632957715
1,Chennai,KMeans,3,4,73176.42053811214
2,Chennai,KCenters,3,4,83332.92164364188
0,Chennai,IteratedWatershed,3,5,49522.16834735312
1,Chennai,KMeans,3,5,73176.42053811214
2,Chennai,KCenters,3,5,73296.5205261705
0,Chennai,IteratedWatershed,3,6,50189.803632957715
1,Chennai,KMeans,3,6,144552.28868105393
2,Chennai,KCenters,3,6,101894.35288435918
0,Chennai,IteratedWatershed,3,7,49643.6451223006
1,Chennai,KMeans,3,7,73176.42053811214
2,Chennai,KCenters,3,7,70183.9774360906
0,Chennai,IteratedWatershed,3,8,50189.803632957715
1,Chennai,KMeans,3,8,73176.42053811214
2,Chennai,KCenters,3,8,69073.41832186663
0,Chennai,IteratedWatershed,3,9,48618.6895244309
1,Chennai,KMeans,3,9,73176.42053811214
2,Chennai,KCenters,3,9,76146.24310878948
0,Chennai,IteratedWatershed,3,10,50058.89766833452
1,Chennai,KMeans,3,10,73176.42053811214
2,Chennai,KCenters,3,10,91822.84733061604
0,Chennai,IteratedWatershed,3,11,49830.071520485944
1,Chennai,KMeans,3,11,73176.42053811214
2,Chennai,KCenters,3,11,88535.29455790989
0,Chennai,IteratedWatershed,3,12,50189.803632957715
1,Chennai,KMeans,3,12,73176.42053811214
2,Chennai,KCenters,3,12,71912.74098991574
0,Chennai,IteratedWatershed,3,13,50057.581980887146
1,Chennai,KMeans,3,13,73176.42053811214
2,Chennai,KCenters,3,13,92583.21245670409
0,Chennai,IteratedWatershed,3,14,50189.803632957715
1,Chennai,KMeans,3,14,73176.42053811214
2,Chennai,KCenters,3,14,92825.63054557031
0,Chennai,IteratedWatershed,3,15,50058.89766833452
1,Chennai,KMeans,3,15,73176.42053811214
2,Chennai,KCenters,3,15,70729.39007431916
0,Chennai,IteratedWatershed,3,16,50189.803632957715
1,Chennai,KMeans,3,16,73176.42053811214
2,Chennai,KCenters,3,16,94099.79335057644
0,Chennai,IteratedWatershed,3,17,49848.814908675195
1,Chennai,KMeans,3,17,73176.42053811214
2,Chennai,KCenters,3,17,79665.85378797795
0,Chennai,IteratedWatershed,3,18,50189.803632957715
1,Chennai,KMeans,3,18,144552.28868105393
2,Chennai,KCenters,3,18,68412.72363094328
0,Chennai,IteratedWatershed,3,19,49263.30648748904
1,Chennai,KMeans,3,19,73176.42053811214
2,Chennai,KCenters,3,19,87713.34437645209
0,Chennai,IteratedWatershed,6,0,36466.51825258375
1,Chennai,KMeans,6,0,41666.84351959714
2,Chennai,KCenters,6,0,146859.6743826222
0,Chennai,IteratedWatershed,6,1,35079.427747496564
1,Chennai,KMeans,6,1,40616.89152133317
2,Chennai,KCenters,6,1,132157.4290212155
0,Chennai,IteratedWatershed,6,2,35951.01844870064
1,Chennai,KMeans,6,2,41720.396624286375
2,Chennai,KCenters,6,2,96661.34082182565
0,Chennai,IteratedWatershed,6,3,34292.08495334914
1,Chennai,KMeans,6,3,43431.50050510663
2,Chennai,KCenters,6,3,72388.94657927292
0,Chennai,IteratedWatershed,6,4,35097.25171754637
1,Chennai,KMeans,6,4,41720.396624286375
2,Chennai,KCenters,6,4,109578.87767413973
0,Chennai,IteratedWatershed,6,5,35241.37073460482
1,Chennai,KMeans,6,5,39070.15466884224
2,Chennai,KCenters,6,5,65856.23542250748
0,Chennai,IteratedWatershed,6,6,35827.87885278081
1,Chennai,KMeans,6,6,43431.50050510663
2,Chennai,KCenters,6,6,84700.56348301281
0,Chennai,IteratedWatershed,6,7,34534.536407546686
1,Chennai,KMeans,6,7,40616.89152133317
2,Chennai,KCenters,6,7,70490.82896247192
0,Chennai,IteratedWatershed,6,8,34960.17672196722
1,Chennai,KMeans,6,8,39070.15466884224
2,Chennai,KCenters,6,8,102946.02632439446
0,Chennai,IteratedWatershed,6,9,35175.535468256945
1,Chennai,KMeans,6,9,40616.89152133317
2,Chennai,KCenters,6,9,71772.2332959133
0,Chennai,IteratedWatershed,6,10,36330.28482232612
1,Chennai,KMeans,6,10,40616.89152133317
2,Chennai,KCenters,6,10,111852.52523793673
0,Chennai,IteratedWatershed,6,11,36284.649917424205
1,Chennai,KMeans,6,11,41666.84351959714
2,Chennai,KCenters,6,11,132425.63572390503
0,Chennai,IteratedWatershed,6,12,36156.12896687699
1,Chennai,KMeans,6,12,43431.50050510663
2,Chennai,KCenters,6,12,135140.31540774938
0,Chennai,IteratedWatershed,6,13,35518.022159738175
1,Chennai,KMeans,6,13,41720.396624286375
2,Chennai,KCenters,6,13,81686.73121628308
0,Chennai,IteratedWatershed,6,14,34803.98084402431
1,Chennai,KMeans,6,14,43431.50050510663
2,Chennai,KCenters,6,14,100403.68852957495
0,Chennai,IteratedWatershed,6,15,36339.42934592896
1,Chennai,KMeans,6,15,39070.15466884224
2,Chennai,KCenters,6,15,82576.41829073284
0,Chennai,IteratedWatershed,6,16,36189.00356089432
1,Chennai,KMeans,6,16,43431.50050510663
2,Chennai,KCenters,6,16,64835.49918930369
0,Chennai,IteratedWatershed,6,17,36345.304029429935
1,Chennai,KMeans,6,17,43431.50050510663
2,Chennai,KCenters,6,17,98542.91482768524
0,Chennai,IteratedWatershed,6,18,37968.845083409076
1,Chennai,KMeans,6,18,43431.50050510663
2,Chennai,KCenters,6,18,96692.05341105042
0,Chennai,IteratedWatershed,6,19,36131.3259516766
1,Chennai,KMeans,6,19,43431.50050510663
2,Chennai,KCenters,6,19,96987.48877375986
0,Chennai,IteratedWatershed,9,0,30166.052528093307
1,Chennai,KMeans,9,0,36344.15722768025
2,Chennai,KCenters,9,0,65279.28326732447
0,Chennai,IteratedWatershed,9,1,30230.40830675361
1,Chennai,KMeans,9,1,35054.864349721654
2,Chennai,KCenters,9,1,80658.24527711164
0,Chennai,IteratedWatershed,9,2,30418.43475953744
1,Chennai,KMeans,9,2,35054.864349721654
2,Chennai,KCenters,9,2,60206.28243872296
0,Chennai,IteratedWatershed,9,3,30979.97018438782
1,Chennai,KMeans,9,3,35054.864349721654
2,Chennai,KCenters,9,3,91648.47341107542
0,Chennai,IteratedWatershed,9,4,29105.725106597725
1,Chennai,KMeans,9,4,35054.864349721654
2,Chennai,KCenters,9,4,79952.44976717976
0,Chennai,IteratedWatershed,9,5,30234.69605967255
1,Chennai,KMeans,9,5,35054.864349721654
2,Chennai,KCenters,9,5,61446.991744333944
0,Chennai,IteratedWatershed,9,6,30110.270246321437
1,Chennai,KMeans,9,6,35054.864349721654
2,Chennai,KCenters,9,6,61337.66970367868
0,Chennai,IteratedWatershed,9,7,29681.33988814756
1,Chennai,KMeans,9,7,39543.51167072351
2,Chennai,KCenters,9,7,59666.53348985202
0,Chennai,IteratedWatershed,9,8,30724.787449707175
1,Chennai,KMeans,9,8,36081.132407250654
2,Chennai,KCenters,9,8,77544.4166650868
0,Chennai,IteratedWatershed,9,9,31456.28652474815
1,Chennai,KMeans,9,9,35495.70185485683
2,Chennai,KCenters,9,9,83879.57151215302
0,Chennai,IteratedWatershed,9,10,30742.331370176023
1,Chennai,KMeans,9,10,36074.86876506836
2,Chennai,KCenters,9,10,91259.04391184558
0,Chennai,IteratedWatershed,9,11,31301.834268923834
1,Chennai,KMeans,9,11,35054.864349721654
2,Chennai,KCenters,9,11,89523.10138291123
0,Chennai,IteratedWatershed,9,12,30079.214252821348
1,Chennai,KMeans,9,12,35054.864349721654
2,Chennai,KCenters,9,12,80347.75049328047
0,Chennai,IteratedWatershed,9,13,29373.776621846195
1,Chennai,KMeans,9,13,35054.864349721654
2,Chennai,KCenters,9,13,103995.35141659589
0,Chennai,IteratedWatershed,9,14,30480.066813642854
1,Chennai,KMeans,9,14,35054.864349721654
2,Chennai,KCenters,9,14,71931.7161104004
0,Chennai,IteratedWatershed,9,15,31213.903080663218
1,Chennai,KMeans,9,15,39631.14334663476
2,Chennai,KCenters,9,15,81216.97986535718
0,Chennai,IteratedWatershed,9,16,31902.674038925805
1,Chennai,KMeans,9,16,35054.864349721654
2,Chennai,KCenters,9,16,64077.84599173692
0,Chennai,IteratedWatershed,9,17,29876.71140583639
1,Chennai,KMeans,9,17,35495.70185485683
2,Chennai,KCenters,9,17,79765.87046659914
0,Chennai,IteratedWatershed,9,18,29806.189794737096
1,Chennai,KMeans,9,18,37158.25432326808
2,Chennai,KCenters,9,18,57370.43418310949
0,Chennai,IteratedWatershed,9,19,30051.710382318084
1,Chennai,KMeans,9,19,34281.591696956726
2,Chennai,KCenters,9,19,118102.72217254521
0,Chennai,IteratedWatershed,12,0,27035.711399297103
1,Chennai,KMeans,12,0,31648.298005577257
2,Chennai,KCenters,12,0,62351.5885408931
0,Chennai,IteratedWatershed,12,1,26847.629129233093
1,Chennai,KMeans,12,1,31697.167709126625
2,Chennai,KCenters,12,1,59766.106775360764
0,Chennai,IteratedWatershed,12,2,26566.96128130386
1,Chennai,KMeans,12,2,31648.298005577257
2,Chennai,KCenters,12,2,74204.52560176232
0,Chennai,IteratedWatershed,12,3,27261.93374514431
1,Chennai,KMeans,12,3,35638.9514785252
2,Chennai,KCenters,12,3,66982.6620020848
0,Chennai,IteratedWatershed,12,4,26733.732654147294
1,Chennai,KMeans,12,4,31648.298005577257
2,Chennai,KCenters,12,4,56298.24786820024
0,Chennai,IteratedWatershed,12,5,26734.800863058997
1,Chennai,KMeans,12,5,31613.569029646787
2,Chennai,KCenters,12,5,56905.66082258196
0,Chennai,IteratedWatershed,12,6,26402.047999751085
1,Chennai,KMeans,12,6,31613.569029646787
2,Chennai,KCenters,12,6,62794.206074088346
0,Chennai,IteratedWatershed,12,7,27699.163897707025
1,Chennai,KMeans,12,7,31648.298005577257
2,Chennai,KCenters,12,7,63304.42512760819
0,Chennai,IteratedWatershed,12,8,26232.779061032026
1,Chennai,KMeans,12,8,31613.569029646787
2,Chennai,KCenters,12,8,91462.49110361876
0,Chennai,IteratedWatershed,12,9,26770.2906262086
1,Chennai,KMeans,12,9,31613.569029646787
2,Chennai,KCenters,12,9,77109.22852156333
0,Chennai,IteratedWatershed,12,10,27202.622995136993
1,Chennai,KMeans,12,10,31613.569029646787
2,Chennai,KCenters,12,10,59516.96172171876
0,Chennai,IteratedWatershed,12,11,27094.344091525636
1,Chennai,KMeans,12,11,31613.569029646787
2,Chennai,KCenters,12,11,75419.73465560841
0,Chennai,IteratedWatershed,12,12,26747.883260668186
1,Chennai,KMeans,12,12,31613.569029646787
2,Chennai,KCenters,12,12,61676.93114054698
0,Chennai,IteratedWatershed,12,13,25520.34566814063
1,Chennai,KMeans,12,13,31505.84547091269
2,Chennai,KCenters,12,13,59637.778030306734
0,Chennai,IteratedWatershed,12,14,27133.471727167864
1,Chennai,KMeans,12,14,31697.167709126625
2,Chennai,KCenters,12,14,57955.83086820235
0,Chennai,IteratedWatershed,12,15,26470.931778134163
1,Chennai,KMeans,12,15,30471.391563909034
2,Chennai,KCenters,12,15,77379.37088543057
0,Chennai,IteratedWatershed,12,16,26299.431091284314
1,Chennai,KMeans,12,16,31613.569029646787
2,Chennai,KCenters,12,16,65392.70664449376
0,Chennai,IteratedWatershed,12,17,27435.56563887024
1,Chennai,KMeans,12,17,31613.569029646787
2,Chennai,KCenters,12,17,79137.20708781891
0,Chennai,IteratedWatershed,12,18,26149.51500500233
1,Chennai,KMeans,12,18,31613.569029646787
2,Chennai,KCenters,12,18,55257.34079281664
0,Chennai,IteratedWatershed,12,19,26031.930727591214
1,Chennai,KMeans,12,19,31613.569029646787
2,Chennai,KCenters,12,19,67032.02615531515
0,Chennai,IteratedWatershed,15,0,24589.070174835757
1,Chennai,KMeans,15,0,26570.13192563112
2,Chennai,KCenters,15,0,57206.47673422151
0,Chennai,IteratedWatershed,15,1,24929.42438160603
1,Chennai,KMeans,15,1,28593.305954398948
2,Chennai,KCenters,15,1,58461.1775731541
0,Chennai,IteratedWatershed,15,2,24513.810355156264
1,Chennai,KMeans,15,2,27896.893754970835
2,Chennai,KCenters,15,2,58095.02381543691
0,Chennai,IteratedWatershed,15,3,24505.519792951985
1,Chennai,KMeans,15,3,29129.73143455497
2,Chennai,KCenters,15,3,57278.31561363509
0,Chennai,IteratedWatershed,15,4,23942.39998846638
1,Chennai,KMeans,15,4,26804.97842838626
2,Chennai,KCenters,15,4,80059.2701843647
0,Chennai,IteratedWatershed,15,5,25242.07436829387
1,Chennai,KMeans,15,5,29095.910494845615
2,Chennai,KCenters,15,5,79045.45817397897
0,Chennai,IteratedWatershed,15,6,24690.217817435907
1,Chennai,KMeans,15,6,26501.33940507264
2,Chennai,KCenters,15,6,63380.64120423826
0,Chennai,IteratedWatershed,15,7,24153.250195821623
1,Chennai,KMeans,15,7,26363.735681868337
2,Chennai,KCenters,15,7,59982.21669392704
0,Chennai,IteratedWatershed,15,8,24011.0022744051
1,Chennai,KMeans,15,8,26207.996475213622
2,Chennai,KCenters,15,8,64215.47071518978
0,Chennai,IteratedWatershed,15,9,24661.202535197033
1,Chennai,KMeans,15,9,28117.08638058086
2,Chennai,KCenters,15,9,60564.657281326334
0,Chennai,IteratedWatershed,15,10,24762.263791732814
1,Chennai,KMeans,15,10,26570.13192563112
2,Chennai,KCenters,15,10,54956.12479477734
0,Chennai,IteratedWatershed,15,11,23769.6415386288
1,Chennai,KMeans,15,11,28077.78622366182
2,Chennai,KCenters,15,11,59992.82606571082
0,Chennai,IteratedWatershed,15,12,24395.882651339212
1,Chennai,KMeans,15,12,27725.879661200852
2,Chennai,KCenters,15,12,81989.97702535371
0,Chennai,IteratedWatershed,15,13,23736.538594445912
1,Chennai,KMeans,15,13,27663.162538680044
2,Chennai,KCenters,15,13,55623.08884542294
0,Chennai,IteratedWatershed,15,14,25116.086647314907
1,Chennai,KMeans,15,14,26570.13192563112
2,Chennai,KCenters,15,14,54228.9861455396
0,Chennai,IteratedWatershed,15,15,24457.960065033236
1,Chennai,KMeans,15,15,26570.13192563112
2,Chennai,KCenters,15,15,67289.34548703484
0,Chennai,IteratedWatershed,15,16,24278.3883104884
1,Chennai,KMeans,15,16,28180.295538178856
2,Chennai,KCenters,15,16,72188.67707774193
0,Chennai,IteratedWatershed,15,17,24438.24721557758
1,Chennai,KMeans,15,17,27294.6891112034
2,Chennai,KCenters,15,17,63561.386602263556
0,Chennai,IteratedWatershed,15,18,24815.416215954592
1,Chennai,KMeans,15,18,27232.259984004057
2,Chennai,KCenters,15,18,61311.48049203721
0,Chennai,IteratedWatershed,15,19,23969.78043669034
1,Chennai,KMeans,15,19,29515.172409617666
2,Chennai,KCenters,15,19,61408.50940916516
